source	default_branch	head_count	tag_count	pr_ref_count	all_ref_content_status	chunk_id	refs_considered	content_entry_count	unique_blob_count	all_ref_content_sha256	evidence_path
openexec/openexec	main	7	82	15	ok	chunk-0022	104	1047381	12372	e93cf89a37bca801f01dd4efe4994d1816ed878366e8bcabb497fe7b602ae88b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0022-2026-07-07.tsv
AAO-SH/fable-harness	main	2	4	4	ok	chunk-0014	10	213	93	2f92b54ae622f7402ec2575c1e1f26b1cebf328c885c9ea35a195b2b8d6c4bc3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0014-2026-07-07.tsv
Agent-Pattern-Labs/iso	main	1	90	0	ok	chunk-0004	91	40514	1123	c3abe367ff4d9f58903dd1fa90c5f17694742c2369b671b57c6401bffe9075ce	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
3xcaffeine/frontier-swe-openenv	main	9	0	12	ok	chunk-0019	21	2598	266	3ad6e2a24170411c5de965914d08414e89cfe77db533ea8a5de5cfcb4e0d1321	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
BitmapAsset/mythos-harness	main	1	0	0	ok	chunk-0002	1	12	12	62af8dd3ff8e25a4891031b7f2ece7cb21a0e3341b8d1d971b14d691900a7348	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
chapzin/codex-harness-mcp	master	1	6	0	ok	chunk-0004	7	287	142	34bb99dac7f72413db7d2b8de9f7e98fa3b8c3459d271af31c4b7dc923c9ff76	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
monoes/monomind	main	6	84	7	ok	chunk-0020	97	435957	14953	fa385bae82639be427db228cceabb1e4e213157835962147440d6d365912f900	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0020-2026-07-07.tsv
human-again/orbit	master	2	1	4	ok	chunk-0005	7	834	128	85303328ac84027c9760fdf97b25a2dfe7fc02b2a6753142d101110aad2be0ad	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
sky-valley/pi	main	1	11	0	ok	chunk-0004	12	1787	283	2a94f554d6e0c47abd5e58b6f00f44d763e4f5bc3bab5ffa21867b3cfc861e6b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
alvis-HaoH/gkd	main	1	0	0	ok	chunk-0003	1	25	25	072421a46a02d22c7cc5c860ff0161e70b572d63f75545f0ea7b44a80e8ec58d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
huahuadeliaoliao/long-long-run	main	1	1	0	ok	chunk-0003	2	49	26	c81a9196a55fd9574353c6b2b8bd2ec8ac555ce1f00d729a352867dae6e72814	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
HKUDS/AutoMemory	main	1	0	0	ok	chunk-0019	1	25982	18356	622e9754b0a6c0b855cc99ef0bcb01caee12d5a5a8e5ef9c078f88475407ae4a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
omarismailb/product-wiki	main	1	2	5	ok	chunk-0005	8	1127	306	ffb893c63eba7155d8d43fda552ab62e045a68512c8bcca9584ee2544f335148	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
Nairon-AI/flux	main	7	101	133	ok	chunk-0005	241	57421	1739	cfeb166b942437c0e81073bf608ea98ef6165e975acd61e78a061adb9fe48a09	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
hushctl/hush	main	14	23	32	ok	chunk-0009	69	7212	414	a5327940ef7e8ce5aedaca5992ce7dee38e229635c30cf1bc05abeb49801094b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0009-2026-07-07.tsv
aksika/abtars	dev	2	3	0	ok	chunk-0011	5	2585	966	b33f998eeb390c85281497a47a5411e4737f6749ee89624c548f79655cc8be3d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0011-2026-07-07.tsv
epuerta9/vent	main	1	0	0	ok	chunk-0007	1	35	35	73adacf42035356c6d2637ac36a9a9d955dd53bc21017d995c8de36008dbd68a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0007-2026-07-07.tsv
andykswong/mithic	main	4	0	1	ok	chunk-0015	5	2138	1603	19883963292cbb888aeaaa3a5842fa1424bc971e64acbc7688fb3f77b22d544a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0015-2026-07-07.tsv
Peadarpol/ai-delivery-control	main	3	15	25	ok	chunk-0005	43	10206	739	4fc954bc68d32856f6b3673991387f07217a5061d8079593628b4c930fc9e981	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
yfge/agent-harness-skills	main	1	0	0	ok	chunk-0003	1	72	72	5bcfbb2a7f9197d3ab5b6ae22a477e9c506d675624b38ce0609c355b86d159fe	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
xiaonancs/openclaw-study	main	1	0	0	ok	chunk-0008	1	80	80	7211bc7cac25d7a68a4e0d7fe8ad64328ad387638696768aade7ab6b17505f74	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
m24927605/ait	main	4	148	3	ok	chunk-0009	155	33818	2451	bff9e0aa0ea8855659ab7a01da9d7dba02a2a1473bfd580fae4f36aa8356bab2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0009-2026-07-07.tsv
23ag1/completely	main	1	0	0	ok	chunk-0004	1	143	143	e9596341cfc8902076c0a21593d6c8760ec570b59a254c9f97527dbfbff9b4ec	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
akml2013/agent-harness-java	main	1	0	0	ok	chunk-0011	1	210	210	f22d615b3465d92854b572c5b2d895d8db498bfe534dfba5a4487c5473e78199	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0011-2026-07-07.tsv
EpisodeYu/HarnessSmith	main	1	2	0	ok	chunk-0005	3	349	187	6aa8ff7de2b9cd2c3d7e52997d4808588051ae2d09fd7fa1c1222e357e11c217	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
beydemirfurkan/opencode-gladio	main	3	1	1	ok	chunk-0004	5	774	296	4e0431dc8cd9d232cabc3000ccc39862b213f3d7ec68e92707574f464462b760	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
peter-olom/manor	main	23	0	27	ok	chunk-0006	50	11548	990	dfc1586a4e10e6d3bbcdb472498338311aa95edee42580ea972cbea36ad069a9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
senweaver/SenHarness	main	1	1	0	ok	chunk-0006	2	2587	1306	3e715576dd4b6546b4c55f86de1f5c8473edceb574415370edebc5435c66ab11	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
Arthurescc/harness-creator	main	2	0	2	ok	chunk-0001	4	40	13	a000465ea47a66f6a9d39028b92f99903e6267da023ae549c653bb44200490f9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
yoshpy-dev/ralph	main	2	30	86	ok	chunk-0008	118	51736	1434	4ee6a4f28beb246b7824a6e9b71cbe3472c9e8504d86e50d75a772af0a189ba1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
infoechoes/AutoBCI-Harness	main	3	0	14	ok	chunk-0012	17	1956	168	6a62d139622a74df735c5247b52727c5ff3bc00c157ae5f5c385a188b0ee5cfc	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
cobusgreyling/grok-build-arsenal	main	1	1	0	ok	chunk-0003	2	139	59	dd3183f84f3996410e06b3a1a1747675d1cc16a604f3b72234cf612fcc70de23	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
410979729/proofrail-openclaw	main	1	6	0	ok	chunk-0003	7	305	114	c6b945653946aefbb6db7c42a4336505f513cfa53d92b919611b0dadd008ea1e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
framein-dev/framein	main	1	0	0	ok	chunk-0005	1	161	161	643fa641799f1269c3c941d26f1e20826d292e4c46626ec20152a6473d259240	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
xiaonancs/codex-source-analysis	main	1	0	0	ok	chunk-0004	1	37	37	5643c7b391db82b271164ac76403b168a2d9e5fe4eb0302d70077095cc3a1fbf	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
memtomem/memtomem-stm	main	7	33	483	ok	chunk-0007	523	108612	2086	a9d18a2435385df0d2354c1c4546538886fae7a2b244ed06d70021b94a708d47	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0007-2026-07-07.tsv
Jonhvmp/leopold	main	3	20	37	ok	chunk-0005	59	7599	553	4fdb879edbab4b7295527af9513822e984c6a53476fd5e4a8bafbb1f091a10af	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
EthanSK/agent-bridge	main	5	4	4	ok	chunk-0005	13	1234	313	0cc30b2bf1a02e1b626ab0d99659d76367fbf339d714a7af9bd2cfa72c704251	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
sky54laozhu/building-an-agent-harness	master	1	2	0	ok	chunk-0004	3	251	154	eff702ad8d2464b5fe445e487f4ad703e1f5116335c8b0e0e55459e6894b5f3e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
BeamusWayne/HarnessTemplates	main	3	3	7	ok	chunk-0003	13	679	101	e0f340ce2ef50574cd45ec82494464d5df56108a8b1278b75ea358db864901b7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
mupozg823/codelens-mcp-plugin	main	302	107	290	ok	chunk-0019	699	507970	5540	e6f6f142f1fe71b2b1a86505b6226952c5112849ba88118fcf14855e1e3c63d5	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
droidnoob/hew	main	49	17	54	ok	chunk-0005	120	29590	979	7a1b41b6ed85abe25746327671b03e656e4e313a86053d93fbb45c4a34ca208e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
XXY-CH/Aetherion	main	3	1	2	ok	chunk-0006	6	2076	513	b6e0a718aa2d6e17b4e064a3306b3342533a2b68849fb8e6e83c1e5888e380b3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
VibeCodingNights/agent-harnesses	main	1	0	0	ok	chunk-0002	1	26	26	e4ae41e6ec66e0bec3472d96f1c5c33b5b42a493b5ff49d54d71d8807fec0dc4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
isagawa-co/isagawa-kernel	main	2	2	3	ok	chunk-0004	7	359	91	02b446d7a9e769fddd4243238e7c206d66d39d50ec1dd734c80ed42fe6dbb371	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
bettyguo/harness-engineer-roadmap	main	1	0	0	ok	chunk-0005	1	115	115	40a5113637bed8e826332f56c0425d5fd3ad0291c00359079d018c5a8a151e3c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
mirasoth/soothe	main	6	91	4	ok	chunk-0015	101	121414	12920	11e4662a67d83d4c508431c94edfd815c184d74195b1dffc8991ee717c99e8b3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0015-2026-07-07.tsv
lyc-aon/successor-agent	master	1	18	0	ok	chunk-0005	19	4573	669	d4049142657db8b03c2ad44989c84b775f88dc37b100131b55936f3cf69a1a98	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
harshalmore31/phoenix-os	main	5	26	0	ok	chunk-0005	31	5034	667	3ecb5e7e803b325b7d29221a49350d96db6e55ee95cb5fa7e187a42931e02aea	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
neurocis/a0_superordinates	main	3	27	0	ok	chunk-0004	30	1551	184	15dc5b13189f7b3d44e6c101081ac7734d66480f26597c4f026d5bfe623c959d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Milind220/agent-sdk-rs	main	2	4	8	ok	chunk-0004	14	307	97	37f4c318f2091fdd630c13c2e7aa49a5ec8ce2244a9747e752009d0bcade9dba	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
yu-iskw/sqlfluff-complexity	main	18	13	51	ok	chunk-0006	82	24816	831	6425bff96bc64d315f874323159a73be749275da738f1184fcc35fc7182d1533	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
Parker617/whalefall	main	1	0	0	ok	chunk-0003	1	91	91	8e724df705b57dc3856da8d5e1d172b11729841c5f258ec6ef10c1056339d710	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
ar27111994/agent-harness	main	9	14	67	ok	chunk-0005	90	20651	1384	97b0bda49337dc08c2bea305f9f2a103f26615417b627ea0641bf41fb3378102	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
verkyyi/tokenman	main	85	6	96	ok	chunk-0006	187	14790	1270	ef2b9b80649d8183343549bdb5b1cee1104c0bd63160a4b261c415cfc82cf1d4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
CaesiumY/harness-optimizer	main	1	0	0	ok	chunk-0002	1	11	11	b5baa929320c471229c1359e151b6f9c3a6003c7d04b89e9b4a7828cbbc5e546	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
gzhzk/nanodeer	main	1	0	0	ok	chunk-0004	1	189	188	a3b882d68a2cc378424293ec67e5ef61468e72d8d7eb41cfa6b73121054afb93	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
edwardZhang/sps-cli	main	1	0	0	ok	chunk-0005	1	443	428	80dd582b699baed4724f86519b730fa72655df240622dd559fb6e740c64b0c78	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
GeorgeWingg/Neural-Computer	main	2	3	0	ok	chunk-0005	5	629	219	6e209d3fdecf22bb73c04005d15e89392323e2f2afbc0f473fd9a7e0aa937fca	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
jeanlag1/vibeharness	main	1	0	0	ok	chunk-0002	1	40	40	3f305c2de381b64a72a0ae2e274573e7e74c4aa5d26701c6e33fc1dc761a36b7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
mindtheproduct/vennie	main	1	0	4	ok	chunk-0004	5	1019	203	ef41181c78a39b783aa51796f7bffa2ae363d9bdbadf438dff1d3424bfb372f2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
hoiung/sst3-ai-harness	main	2	3	7	ok	chunk-0005	12	2338	445	53d6b324a0e639f690410171963436de5e6f6831af11db353da18c5a38f7d610	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
wujfeng712-ui/claude-code-harness-notes	main	1	0	0	ok	chunk-0003	1	86	86	1f02be5e1190cab4e27777e2f6cc514f8b9aac314f2ba5f5a3a67ace9085c89e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
yenanjing/awesome-harness-engineering	main	1	0	0	ok	chunk-0003	1	5	5	7c7f6bd593e6ec6efb588c0c768fa2dba10ee7335cbc47635b7a7ad9d4573f5c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
PatterAI/skills	main	4	0	3	ok	chunk-0003	7	103	26	9749a182ed5e950d3ac117634f9ca43e64ea14866f8de59acf13457a550c274b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
zester4/eltes	main	3	0	6	ok	chunk-0011	9	6105	1097	2476918a857b3278ceddd2cb8854306e956e71cb305808ed55719915b7eb8e60	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0011-2026-07-07.tsv
ferterahadi/canary-lab	main	6	6	33	ok	chunk-0020	45	19589	2352	5a8cf00f731b16de46f72168d5c07196a32b1a1285ee467e111594b81d39a8cc	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0020-2026-07-07.tsv
onblueroses/strata	main	1	0	0	ok	chunk-0005	1	275	275	5245c67052deb7cca4c9b7a1811d50c9c0e717c89f283df5ca4fee7443a75b52	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
Muulor/AgentVis	main	1	2	0	ok	chunk-0019	3	3526	1128	a7e22fe9c108ecd0d8ef193bd3e39eae66d2423d6a2a41e421a1c3c8ece2ceba	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
dineshdb/pie	main	1	3	0	ok	chunk-0004	4	333	269	e3d466b8d77db5eb1cc9495a8bc27d4ced7d3c7c0b79489fbd982498b06bc9d2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
zyziyun/claude-code-mini	main	2	0	0	ok	chunk-0002	2	92	51	ae2bae0e567cdd241e382eb0800909ad7fb5f2479899dca6890d91ebd35f150d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
aitrace-dev/granclaw	main	9	109	8	ok	chunk-0014	126	28024	1020	8851450d2fbf58bb4484cf65fce7ed6a98cb92e0268926503786a87e43eddb49	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0014-2026-07-07.tsv
raeseoklee/codexus	main	1	25	1	ok	chunk-0005	27	8676	1236	7f543adc445ccb1c08143732197908851270310e45e630580c2a79d2e5973a95	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
ryanjames85/grom	main	1	18	0	ok	chunk-0004	19	1178	264	6c13bb949a2b5cd97cb1084c6e4d433c0455f7f74890b10766fd51e6e8181a11	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
BeamusWayne/trace-vault	main	1	2	0	ok	chunk-0003	3	262	94	0d5e06b3d4d5db960ed285617a8718538ff39aa1208229df67073e960fe1ec64	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
secondorderai/ouroboros	main	24	15	28	ok	chunk-0017	67	28791	1470	91bcc762431147b04fb9805d3faaa566a9ef61cb3f1454e814da5145a3d401be	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0017-2026-07-07.tsv
JoaoEquer/Oficina	main	1	0	0	ok	chunk-0002	1	23	23	33b8335146ccb243c5d220d86c1b00b28cf27d41b9e2db577b3e4c32e2de6b04	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
ourostack/ouroboros	main	2	2	840	ok	chunk-0014	846	668976	11623	39d9bd819d086f15e7a9299e8191911c3422689156d20e927df9ff92eb9839a5	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0014-2026-07-07.tsv
NeuroverseOS/Neuroverseos-governance	main	1	15	137	ok	chunk-0005	153	33092	934	5af2fea3eb3fdbff6dffe5c19819aa64b5f65e8f909095ded7e38f47a85c7e3a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
lordaeternus/agent-execution-harness	main	3	12	16	ok	chunk-0003	31	4769	571	0e54672c075b1f90c5619319b3bc73c1cbf6ef57169b1a7ae1dee80cf4a0ca53	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
Thakurvaibhav/platform-agent-harness	main	2	0	10	ok	chunk-0003	12	1046	205	7e59ff16ac9791177dba47dbb5d874dd0033fa1b8e7e074621042a9ac2bb9d81	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
MendCode/MendCode	main	5	20	176	ok	chunk-0017	201	629137	5634	9f4bfc3cbff098be078abed73002d4ee1d7f0e382e4f00b36f74dac37251c6e1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0017-2026-07-07.tsv
samartomar/ai-harness	main	4	12	190	ok	chunk-0017	217	113782	9125	d533cae446b4f035dd129cc124f61329da4f69d1721adac7f4cdf44fd1ecd8a6	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0017-2026-07-07.tsv
dahrkai/dahrk-node	main	6	2	7	ok	chunk-0003	15	1254	119	e0f89e0d43a9f311670d7c812689179f81214f9b6dd8b69949dc3f97e0c8f3cb	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
katipally/friday-code	main	4	17	21	ok	chunk-0015	42	9802	641	ab0842e1f258d9e42d496337ee35e1c2c17713bbbf26b7d4a1d583ce2fcc151c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0015-2026-07-07.tsv
FutronPrime/verity-harness	main	2	0	2	ok	chunk-0017	4	987	253	6f716a42d5ff38eda41c759cfd2ccddec8ddc601ed3c6a7adb890262a32c41d7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0017-2026-07-07.tsv
PatterAI/patter-mcp	main	6	0	5	ok	chunk-0004	11	389	81	a75b397223316de1f69d1683623526bd9113f52192c13736b0e9b072622064e1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
NFJones/mezzanine	main	1	0	0	ok	chunk-0013	1	453	452	f500184a724bbd9f92180211b6282e751c54b21b13cf9ee377042d70e179b6d0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0013-2026-07-07.tsv
binary16labs/prime-silo	main	25	52	29	ok	chunk-0016	106	247728	4156	a43834984b4490f55f986457808cb136a42fca9c3596236f2cbb8fb8d9152f32	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0016-2026-07-07.tsv
leezythu/agent-harness-compare	main	1	0	0	ok	chunk-0002	1	14	14	09025e276e7683697e99887d6762a6efd8026a6b4630e27c645a3ed419fc6613	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
androidZzT/harness-engineering-practice	main	1	0	0	ok	chunk-0004	1	32	32	1692227612c276f4c8172d1e91c5f548b2a03859d332efb037fcf6b1b9a163e4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
spoke-sh/paddles	main	1	0	0	ok	chunk-0014	1	2603	2587	9250e0d42ed61f1c484b4daa54e7ff353f99882cbe627bcab06ad210632784a8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0014-2026-07-07.tsv
Picrew/LLM-Harness	main	1	0	0	ok	chunk-0008	1	9	9	b8e04ef7f04d8779b9d3fae64bdb7ba476c4a0cf56bd5ec8c36362bfc75b360c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
shimo4228/agent-attribution-practice	main	1	6	0	ok	chunk-0004	7	398	172	9bd6a17e1885775ea7cdd996452fd387318cc0c53ffe7846adabf44a0919d56e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
MRGRD56/pi-omp-skills-autocomplete	master	1	0	0	ok	chunk-0002	1	7	7	6ed9736543d76ec4467c7f1f2713e37710b3ca869027b5a0aa85cb8812b91c41	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
youxufkhan/my-opencode-config	master	8	3	14	ok	chunk-0003	25	997	110	eda4fa4275f4f7ac1f1b81753fe12f916df0ed8f2a4b696386c81474dba3d8cf	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
migos1990/ai-eng-team-harness	main	1	0	0	ok	chunk-0002	1	44	44	d476a82203415fb33843e216328767d64169713f02aa82089ae927b5a1a89ba2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
herreravalenz6620/context-compression	main	1	0	2	ok	chunk-0004	3	165	56	7d140e847c94bf75a81074f936b8b5613befaeca97ee0d001b6b3a0ed53e09be	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
uzysjung/uzys-agent-harness	main	2	149	191	ok	chunk-0005	342	138866	1833	d4e50bb7379a78b83cc4e7655b34fc492e128ad76ac6cae4bd6538367af60d04	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
hssh8917/cc-skills	main	1	0	0	ok	chunk-0004	1	86	86	5ca452f08a3aa35545197ffec0c4a7b132bff7dc6918071cf10b4872bee26fee	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
qimen039-code/claim-boundary-harness	main	1	3	0	ok	chunk-0004	4	652	190	0cd0dcc154d4c0b666310dbc05c2f5cb3f2f0630d1df5fb4acfcea139ec62e42	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
frankxai/agentic-business-os	main	2	3	2	ok	chunk-0002	7	523	98	42a94677cc68da95e1f86d3ad15d4cf02419f37636a6acea419edf7c4dfae802	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
imagent-lab/learn-openai-responses-api	main	1	0	0	ok	chunk-0003	1	162	162	709e556befa7916c88d90e9788a4d8dea690730239c58f6ade0d2882e09cf148	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
HaaaappyDay/what-is-harness	main	1	0	0	ok	chunk-0002	1	37	37	27ff38fb9c3f75f9fef861d55c86d0a9bc66bddab7d94e3e6278f797584609ab	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
guilingzhouyi-creator/NOMOS	main	1	0	0	ok	chunk-0020	1	15274	14539	4c27300e809462d598aee831ab0ded5e6ced9434a55a1b0ca5a3445ad7fb21c7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0020-2026-07-07.tsv
benlongmao/Self-becoming	main	1	4	0	ok	chunk-0006	5	1811	468	073a06923d865025aced8e430bc20903c1d3e0d0d612620723b51b4716d4a8ee	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
hjnnjh/agent-learning	main	1	0	0	ok	chunk-0002	1	36	33	aa64dfb5a5fc2ecd4b9ceedadf7971f425eb6d6b82de685fa56c9dd1d8ee2967	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
DancingCircles/billing-ops-copilot	main	1	0	0	ok	chunk-0007	1	80	78	91fceda15b42df9671df520a48d9c4b393d6eb7a77f504e661b257f460a4e05a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0007-2026-07-07.tsv
LeHungViet/scroll	main	1	0	0	ok	chunk-0002	1	33	33	1118f031f5e76e7bc7f03106bdd88710e56ca9ebb9816cbb0f9e98947748cf3f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
gjkoplik/hiveplotlib-agent-harness	main	1	4	0	ok	chunk-0004	5	174	122	fc130d7f87223ebd164ccdea64041f8a4b0c7a11e167dbe4797d061f853fbb50	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
mossagents/moss	main	2	0	1	ok	chunk-0010	3	1540	1359	d2b6b01c5be250efc4299aa52b308a97c8c04457eee622547742f473cb810fdd	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0010-2026-07-07.tsv
lian-tian-mo-zun/minimal-stable-python-agent	main	1	0	0	ok	chunk-0002	1	18	18	8f292f481279a54ae8f4a3de7e2ed479cd474002579534086f0e76aa1b1861c2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
