source	default_branch	size_kb	content_status	file_count	content_sha256	failure
ghbvf/bridle	main	2801	ok	27	c188ff208bbea1b5759042b658fbe2d51b6ea3e70583caeb60c40bea3a39f8e9	
bharat3645/The-Ideal-Harness	main	259	ok	125	dd15dafe0fd67951be140c30da822c66b7aa3c2c6cd70a38cd3ba072d3faba8c	
marius-patrik/agents-harness	main	1951	ok	48	ef9d9763f21de193e4343b9aec675bb9a3d79510d606c61b88a811f6ab744385	
WhiteNoiseK/claude-codex-harness-loop-starter	main	271	ok	112	4364431fae7af43280de9516bcdb18615e9f40dfdd0b74f6d15dfae40e7e01e8	
unified-methods-division/vigil	main	36	ok	27	53cb0032589af5f9e99cb81f4ece72f8b0463dab3cdaddcae83468a778b5c466	
GeniusTechnoMystic/agentic-swe-grounding-system	main	70	ok	161	3b03bfa25c4c3cf005bfde64d32bed497801fa2a588898ea3dad39cf9f656717	
KranzL/jje	main	891	ok	877	74c7b4cec71c6856e9d4a9a84b903bd52fe6456ef97e4053997f00e0867bdb17	
hanlinlibham/able-harness-kit	main	26	ok	15	813368e5ace95e56074883f0bb0bde525a7b3994dc6294a69332d3ffc5c4700c	
m83iyer/upbringing	main	56	ok	29	a9c096601c87003e99f43c21ad621697b10c098c6fada51799613b5d39bc08da	
danielvogler/deep-agent-swe-harness	main	445	ok	27	0bdf6b27db7e4c8e55cf267d72eb6b40f2e070a17bde81ce29d8480c6c6586ec	
dangeranger/conductor	main	113	ok	82	300e93e333c9521484ea63d9d415bdb03213b06d68ab49d0435f4ff1199dc66b	
BraveCowNoFear/BraveCow-Harness-Codex	main	18	ok	21	c5d8e72205706fe12f1afd541ab48bdf34c780b9ba765d8ac0f05dc47e163cd5	
primorLee/harnesslab	main	210	ok	44	9214f6adf2c4c020e475b2194dd78fb41c84ee150b593ac47c998d9502ac9fc3	
sunrisefromdark/sunrisefromdark.github.io	main	1975	ok	14	a52d42ca6582f3d4a10ca1da417c623b3be712001f764a2adefbbb5849bccbb6	
estefanotuyama/radio-mcp	master	304	ok	69	a656e19f6e53b24606060e4e9df6625a21d191364688703fe064a7babd10fbec	
netsky-prod/meta-harness	main	22	ok	27	eb429be31dee8a01cb85d9312df77617cb2443f207f7424b95d563d04b917dd8	
blixxurd/context-agent-harnesses	main	235	ok	76	cc0dd9241843a77f4dfa3089fa6716b37061f05ff1b90fe6209dcad75f34b927	
selfradiance/contextgate	main	30	ok	21	c5edeed00d58db132704bcd7fcb1c68e42fa6772b5c1b2a9ea67919f393995c1	
SebastianBoehler/degov-agent-harness	master	55	ok	38	ee37efc7817d1923d9795e919952f6467cac42b4897c132e4d4923fc94e67a25	
to-real/awesome-agent-harness	master	53	ok	8	084b2384471837102d321a4e396b91b5a6de9440eac25921eccaeb1b137d95fa	
sujalmanpara/harness-engine	main	1104	ok	22	b585120de4e91d3249d41173b34a3582aa933db48321e00b86f94bcb290feb3d	
elvismusli/onlyharness	main	1606	ok	177	59e155a3c677dd5fa0d23b2ddaeb28a41f6e92f0afef231f4caae9a09a3ea34e	
codexceed/avatar-harness	main	1649	ok	256	0ef5b18e985707992415978e26f250b99480b4e3522e737afd81f7e899b223a0	
115th-discomfited211/Awesome-Harness-Engineering	main	475	ok	4	c47e056e4f7bde35fdd94f4c18e7bfddebeaa4ec458b2324c86d04efee2b02d4	
mike-diff/agent-harness-overview	main	95	ok	50	8b393ce56fa6f58eb0079c517461daf34fa56d0860c868fa1dae3b1a6a18299f	
SunChJ/learn-agent-harness	main	102	ok	34	682401b16ef08e2280accd050416607e0544512d5d8da2c5fbfe9b9942bc3efe	
OpenMind7/definitive-agent-harness-guide	main	54	ok	17	15d36a38e422b60b1c96f2af34e8eba05fbbd8dab35f8696048dd8dc5e359a5c	
Trusty-Squire/castellan	master	3117	ok	447	56109939b6b7951adf764b7c1dfa05b7b3e1e8e2829e2b604523cdab23982daf	
kakineko/idea-search	main	138	ok	81	ec1836af575bce951671e2e3eaf1a038b30a2e0b52a52933d194f903dfb18eff	
mike-diff/sesh	main	373	ok	112	2b6e792615544fa9a014c617c8f44193d8fb5763723c51ed3ff74d11aa816976	
allanpablo/forja	main	716	ok	652	d884ae57a259d94a8957a3b629ab3f9a0276d53501bbe2d6d937ec6dc8cae370	
jacksonanstee/agent-harness-JA	main	416	ok	123	63312e1608eacf5e1748f60c5cbfaf2cd6bfb02f258d77c011f4dfaa6842fddc	
dsshap/pi-packages	main	288	ok	78	5835926512bbdc7be1970f7b7030b4e5b87512b393f2693f5d4ccb3a0faa1f17	
jaredboynton/unifable	main	4159	ok	682	3bf8b13bab4fd65f6127b1b80fbd18b40256336c9a04621d720b5b9f58b8dac2	
TorstenC/agent-harness-anatomy	main	430	ok	21	9aa09da55d838205ea91e2de62043ea911f5933dd74337f64e423b5f7ba24753	
selfradiance/reapproval-gate	main	39	ok	27	bc516ec96dec308c33f68b1307974814015f50c51a84e9fd9a8a86903d33decd	
AmazingPeach/agent-startup-map	main	6	ok	8	4501c38ddb458a4323361c0ae1a552a72fb6e8382c0e740f07c37561f23900b4	
Anandesh-Sharma/awesome-agent-harnesses	main	17	ok	3	15b1363b07cba31ff39409080385db3e8645a17c0332564a9728348debea1d81	
graphrefly/graphrefly-py	main	3370	ok	130	35f5825e0c0e9990a1e7367f139d208eb0aebc637a2f5143e527ad9cea68c11b	
chalkagents/chalk-protocol	dev	3040	ok	167	92d25bbf7e6a24ba3957184a635bd8a614fd1396456a36435891a5bfa85dbdde	
bochen2029-pixel/keel	main	1103	ok	86	06766eaf55c4e522865d1e5360e852a7f72f88fe3b7705bdc0f342cd55d7ec9c	
MadKangYu/document-harness-meetup	main	104	ok	18	02d37269ed5dc95fc7c46f8e2210ba573b9fa16fdc78358d6baefcaa766cfea7	
davidemiceli/puro-agent-harness	main	3158	ok	135	81bec1fb39856fc3429efcf8511b37f335ee4fb2dcc108e87805558c38f78de1	
aaravriyer193/Agtx-code	main	20	ok	20	ba3ebfbcc0f56187b0fbd8b53a5b6cbc02ecb1ebb1930149ad3c82b69c1829ee	
ATaylorAerospace/Deterministic-Agent-Harness	main	132	ok	18	4c41f82a9e9a97eae2e4eb8c7b1d10583baa6a64287b147526a6d515cff5a110	
motivated-groupthink347/boss-skill	main	582	ok	48	ecaa772eef6e588cfe48287b1a4c1422f97e3041780e17931776043a1ad93117	
NeoCh3n/HiveForge	main	145	ok	54	7e573f22eac28ace2d4aa11586b420cc776a21ff0a40e9c440e1f1cf56236020	
logiccrafterdz/SAHA	master	141	ok	89	ebd72352609f6922ce5036a0469490acd1157ea04ff9c650179478b8482f0821	
XXY-CH/Agnet	main	873	ok	282	5f08dd8fbaf38ce4f8613ea17d8f4c6a815846bea7a210edd077faf5513f50db	
rohaquinlop/michin	main	961	ok	126	8d63f0841fdfbc0f8f390663fd5941c2a4923afa49c4fc09cde02d56fdc1b340	
lelik1813/claw-code-java	main	4764	ok	416	f31630b57ba2d1df98e6378bcb9f2a4e431cb8a2f51c36d73db97214cc920dc9	
headcrabz/horizonX	master	175	ok	91	68eae7c55a4be0f5adaa1c7ee5714d72ab820ed958ea6dd669851e5f42fa34dd	
qwc2869/product-to-tiktok-agent-ralphthon	main	13	ok	27	a7823fc409ff590c97ba2e59f357b820974ff62ff9be68364bae43e44a56f330	
netsky-prod/harness-spectrum	main	10	ok	11	9a0b03d6bd56cb0f79f02862dd20c54bed70e66e659fa6d1bfa6a39f752a8a1e	
jiangyinzuo/agentic-software-engineering	main	28	ok	19	12e80d4ca36083f3afd77f731bc22c4e7b02c642a08fc440d5658cbe5a9792ad	
cogimanus/my-harness	main	11	ok	28	2a348d1fbc1e9fc7743db5b8f6ea659ff4571a23bb0d42b683d4d7db8449def4	
portpowered/you-agent-factory-docs	main	1178	ok	308	9c66d05ff4f80a44ecb7aa950dfdedec3bb4a5cd47851d7987f9bc95d1700ac0	
yufengtianyufeng/agent-harness-workflow	main	18	ok	25	a12ef98dc2c057c5fc0450fe8c5af18b2b4b5c4972919b1c09e3dc88aa80c189	
354685856-sn/claude-code-skills	main	16	ok	15	1017b1119936fc3b1dfe5f49a826a7d64fdc2d2c3f17256ddcd2e88620968e52	
benlongmao/Self-becoming-zh	main	3987	ok	418	217f08b424ff98d718e199b8c630046bdc31159fc092f9d355c2e52e3ea43e93	
dunkeln/murdock	mucho	1441	ok	232	dc5bb192258b57493060ba4ba7303b1e0931b669381f0c6af827201d1499736b	
thomas0124/ralph	main	78	ok	88	4a6a7741204e3aa2658ecd1ac3a4ae2241a87a1400db9dddc078bc4f897dc311	
CheemsaDoge/tcs-cosheaf	main	3110	ok	684	8a5105c269de61f111d2869eca0239ee8dd4cc8a0318921f351756f11a61c67c	
az9713/localforge-agent-harness-study	main	3179	ok	256	7ffae9523edad1c3f50da13631d4ba94ca1f38fade43e313fceab4d2f6aec107	
luckzy14-afk/agent-harness-orchestrator	main	600	ok	4	e6b705c4c52784f7fc3aad4c6a5d167e05156d8973069809ca18040a52981433	
loveliiivelaugh/memoryme	main	3635	ok	133	aa55be9de4945ca2c6572158103ed7741916bb891353f9eafd84cbf556622a27	
RubenHaisma/rl-studio	main	338	ok	45	c57b74d3f2e64256c15a5c3e4b3ef0083d7d1ac3272e93f9b190d0c3004fffd0	
penglei0501/agent-harness-lab	main	1315	ok	215	4ee9371f03d71b67728f91d0a4a2ea55823a74924afa8befafb9a6d16ff36e77	
qazasd2518995/helmsman	main	28	ok	23	26afe3d8c53fe5d2be6b49fb568bd2ce5f868f8ea237a96d6ace7aa24c279c50	
maisieyang/build-my-own-harness	main	2932	ok	523	49717804ba2d5f06fe35ed8c892457aa71101e008d8dca98c8e529a46d899bd8	
yubi00/portfolio-assistant-langgraph	main	1169	ok	66	20785aa96eca42a3020004f4d2e712d536f2015cc1f06e9c7f5e4e15b4ba9592	
Mrbaeksang/solopilot	main	17	ok	10	ebebad3b85560f199c4b617d584899d123d82eb740ff31af641ff0c3338fd4c0	
kolife01/evifarm	main	230	ok	46	d238ac126b363ea49d25c114692fa1288bd4cc93f805947191ddbc1c03701384	
selfradiance/agent-interrupt-receipt	main	28	ok	25	aad927229d62d486495278beba2a1bab21ad7d0398793201bc20ce9be278caa4	
Warzone-Team/autopilot-coordinator-flow	main	818	ok	4	649fbf0c5607de1b31627b8266292b77ce308592dcc9c2c7cc530c443a6d7afa	
Mattyreed1/fractal-agent-team-starter	main	320	ok	72	3329d58c1a49dd3d1be9a922870931d11203cb6d851045d840dbf569d2907ccb	
greg-asher/oh-my-lawd	main	99	ok	37	c7d9bf140de063a1e13ae6659fb7593f48cb44d013f4f166b2b277e1291bcf78	
duck-lint/Semantic-Geometry-CLI-Harness	two	723	ok	115	eb4a7d1aef0109c484f45483de1fa4de45d06a5af1553ec4f90572be6c769f38	
ShenAC-SAC/AdaHarness	main	515	ok	54	0363ec8549f6683c6af4a0902a17d1ceff6f7ad61ae0962a51c533ac9a4f0979	
angelnicolasc/forge	main	1067	ok	241	079e39c17b2368f6e1ed3f35539ea20c160385df668254b8bfe9342b0aae3978	
VibeCodingNights/portable-harnesses	main	120	ok	51	c50a5256a16a6ff1801883ef36bdcb44b3d4d891f5ba8dcc86613e3b51c2b1e8	
Norinatiring463/loop-engineering	main	619	ok	20	b916c425240e717b6c11e5dd5597a938d89e1996d38fa8817bf492a32ea671c6	
dunkeln/signals	mucho	444	ok	76	0ed017d0be1a717eeec7740b6d2b24db766e525c8ff3195a58245a35ec0b42fe	
lumatic2/askewly-harness	master	93	ok	35	644d745a8ba7aa279a680d90c2d8eccc8060576bad538d69ac6dabc1d8d49316	
354685856-sn/354685856-sn	main	2	ok	1	f7435fe4dbfbbf8e071dde40626da7f718c05bee2ab5e889dbb26bb79ba3af5b	
assimovt/harness-from-scratch	main	15	ok	22	e53dc3ffd753713befd9b2338dea5225848633525a27cacece704cad32672238	
nqtiendat/harness-agent-framework	main	63	ok	87	dba952f8d5648eefab7c230d2aec45cd24a4beb4839a5d0c2afb09d485212d19	
ink-charon/codepilot_lite	main	51	ok	41	ca7bb0b5ba54f90b0a247849d3b028f9bb23dff5c1828d0a705e1ea699af8abd	
farhan0167/minimal-agent	main	722	ok	210	82a503427d969195d52c69da0d058a78766dea582e2dd69a24b51c58af284428	
ziyilam3999/local-first-agent-harness	main	199	ok	62	d99108b60787a8e07adc1871110550aeb5f63e8ac8e4eb4149d6fa28d99334d0	
liuchao1637/longrun-agent-harness	main	11	ok	24	9e4209a76deab50422f7d26f99faa6a7a28893c1dc71a98fbed5afcdabe76066	
354685856-sn/claude-obsidian-learning	master	17	ok	7	5a26dbde934f2912b28f3a4e6ea660c2c793356855d815a16dea42dcf516a426	
mandarnilange/agentforge	main	1215	ok	618	76ed2d85a7d7e29291af793860b2903ff6eb8619450a8b06a0d98153430e91ac	
hhamja/loopkit	main	82	ok	63	31ee4f043572fc6e6be16fffe70b7f73cc08c5c0b1c75f6c9a08970e03affcc8	
barry166/tiny-claw	codex/session-plan-mode-cli	466	ok	134	ad19fc20ae719850fadd1db5296a476f2583b193c03d939dfd3291f44831e414	
bigwaveml/bigwave	main	1468	ok	752	966bf6c318d3af9cb98017054bcf72b26d899bd1155bbf779ef6ab7a0f7e91cf	
Ruafieldphase/shion-ai	main	1382	ok	362	1f11e0f0c18eac5c33c0e22816c542918603d65ea67990134fc0921cbf27c444	
peteromallet/desloppify	main	27722	ok	1691	48a89c9495f3e3d89817075b8483944a25937673c8f5b0a99f57a697220c0379	
tmgthb/Autonomous-Agents	main	31988	ok	15	b561bbddd1735ba746d0616d47bf9c9ef23596e8395643416c75e87041252f9e	
AutoJunjie/awesome-agent-harness	main	14999	ok	22	b0ac6e3c9b42dbe6e49b2b8d98c4e401b6442fa303dfe4972520b96868e98164	
mateaix/mateclaw	dev	32736	ok	3169	6140c5141e3e969aeb477971d49e7a20b2b5c8af1cfbfcaa041001d5bea2820c	
clawdotnet/openclaw.net	main	23635	ok	1498	b916596e59af31e9e91d85a326fc045e681f476082d96f7012129be8ad9ce5c0	
ruvnet/metaharness	main	24165	ok	3761	8cb2b848b9708ef3345e1788d937b7da899eb8be746932adff4a7aaa04d6be1f	
thClaws/thClaws	main	39466	ok	638	51973f0818f73787aad3c3bae291e34623216d1a45d004abbf37989241ee0b33	
SponsioLabs/Sponsio	main	19403	ok	567	1e7fc536a5bce4fe74da94b1bdc00cbdf254a7445e8b637ed1167956f8838923	
omnirexflora-labs/omnicoreagent	main	15876	ok	374	d3b3047f74cea0744ebdf9e3224af374a241e32b0e5219d4e80408451b7c9a8f	
deonmenezes/mantishack	main	27356	ok	5393	5b8e24cc55486354005bfef3a64263274a908ca1868689bd9427b52688dcdb67	
bitrouter/bitrouter	main	6051	ok	506	899f30028cd49c373ad4fd6c484a670bc78a8545638ffeeef8834b928170486a	
Intelligent-Internet/zenith	main	15483	ok	84	9b46b7e75c392628929845ae888471337dec082561cc75f371015dcd00f832f0	
sd0xdev/sd0x-dev-flow	main	6158	ok	689	cd789f5a753b1ae488a03dc3bfdce29b687e5aa63936fe6b46bf1a0a0ad088c0	
romiluz13/cc10x	main	8910	ok	154	5d28e9c6ac620ae64dd32b1506da5c6cf2b10d6272a4aaa8c2cc869e9c837518	
Zleap-AI/Zleap-Agent	main	8223	ok	721	27951c64aab6e326d77f8daffe483d6cc8e2ffd23bac8bf51400ffb6ca0031a8	
UnicomAI/UniHarness	main	5749	ok	307	141680af34e8780d2f187650b1f2063cd91d0beae0648dbbf041b4e5307700ea	
ReinaMacCredy/maestro	main	36597	ok	626	b3bc3f10659ba2f8d7f2479d34ae2a6868764a8373c1d19ffe6e4f97f14ca5a3	
WanLanglin/-awesome-cc-harness	main	7946	ok	80	73aec3b45eab9e2a50631ba52cca73cc354b3b0d7cebe1425619da1eabe20882	
smartcomputer-ai/lightspeed	main	7165	ok	516	14e87e49c3daeb2773df2330f8cdea22e8ef165fcc38387c9bf2320077a6307c	
mvschwarz/openrig	main	10087	ok	1715	330780f7cf940063e646dd99b30d89fe72379bdd0719a5e74d1b85a47df5f5c8	
genai-io/san	main	29554	ok	708	8485cb68d7281ecb4e140fd6013f6d0aeb796e2596b2518806d21e73006c0e9b	
Gloriaameng/Awesome-Agent-Harness	main	21133	ok	11	99ce295e446d22f9d4da48d0c86550572f347308bfe580aa40fc6f401b93f14f	
SihyeonJeon/why-was-fable-banned	main	8315	ok	64	ccfc2f72f267c349096520d52238b1850b85cbbe99fa13c28cd7d8b48534b9a5	
xiaonancs/claude-code-source-analysis	main	17325	ok	38	b120b8137a9105e75742fd1ee469391b1d6dfee52186e250303248febeaf5d02	
agenticenv/agent-sdk-go	main	22574	ok	405	e59519f81a066e06d7f68a688c06dc8482f28b7803ca68fb94a07189454ff106	
whut09/paper_agent	main	8583	ok	122	941c7a9ad2328aba0090d0bda26e83f3552efe8b195af8579d464ce57042e2d4	
majiayu000/vibeguard	main	6854	ok	748	f646920bddfd229b9967d31af8b5aa5940b8a241e7df9fea6bcf49dbb56bbbb3	
michael-chow-arch/goldfxgraph	main	7455	ok	111	db6334133fbc1c7f8acaed7942531cbeaf65ae17c8d6837ea5c3fa464965b30e	
Mintplex-Labs/anythingllm-mobile	main	35758	ok	399	08225231f1d3337430f5495748da331758ee16bc0ea3ca106a9f2fffe7c114ef	
HaseebKhalid1507/SynapsCLI	main	10669	ok	415	b099b909feaa6f5ed258ea492ac0efca51c472d95bf6c64b54da40e5e1e516ff	
clawboo/clawboo	main	13103	ok	1207	1edb59ce22d4d7db01912879fb5ac2798ddaff6e916d0e03c1ab8ba0f92b3c09	
leodido/structcli	main	7962	ok	194	0c3d45b4299e0bfe67ffbbbebc2ad9b1d4ad53a783c330d9ccb4d1b36d857ef4	
WhitzardAgent/qitos	main	15529	ok	1051	fc0d31ccca217dce8bdb14e81ba595579b850bd3c06e91796e4ac1a1229d9c8a	
lukas-grigis/ralphctl	main	11029	ok	1505	d2dd1d2f1e0af61eaeedf85a5cb3487a99347b9c523ace364a7d23bab40eae3d	
mturac/everything-openai-codex	main	24372	ok	2821	1be5dbfe00d2b66b20bf155a8a9bdaa2492dbd1fb8046e0fba78ed295d29d86a	
HexamindOrganisation/hexgate	main	5543	ok	492	a872041a36dff8acaf6fa505633772c3fd01b78a2d72f08c3779c31c9d494815	
Open-Harness/open-harness	master	8941	ok	278	55857c072d40f497ad3e9f05d07b7fe3fbb4e29ffbab4926a1909b2b98247082	
zosmaai/dhara	main	38938	ok	258	100ac43d610b6c40a4837d4ec9d1647f15076329d88dcf5156d1298de657689b	
asa-degroff/Porrima	main	6116	ok	396	d42be7e66d8cdcf9d9a2d3f3e0bc7e53aabe27b9437f7f02d5617c65202fb6a0	
knewstimek/gorchera	master	30974	ok	79	53b88e0d66b3b4272c254e372862cf726ed34b4b3654080b0eea50faecbeafe9	
BA-CalderonMorales/agent-harness	main	46293	ok	275	d77a377c04dd83de45c55e9c5d1f31df7dd3c726d6a06b301d275d0ca9421f51	
joctaTorres/ratchet	main	7351	ok	1304	b1ee1e9320eb1af8e9d5f5db044aa62172f0ddbb08a37117910e54106c0bb4c1	
prakashkagitha/evolving-agent-harnesses	main	8113	ok	239	670f03fa8ab110bd5207ddbaaf61d9daea02aed4611e1de486efbc6c0cfd4288	
chensheng/opc-harness	main	10046	ok	688	7673240037edc7c189144bda0a0226aa44b0c3e06feb8eed2e1b119cf6e1ec1a	
ianphil/chamber	master	6185	ok	716	83486ec82808f21698e1d2feb20f4b8eec745ff6c8f3e1e1c90efaca7775dd86	
ahwurm/localharness	main	5044	ok	308	308ef710ee75e4be5685e02d16645f8d7acfa6d9f445d69201e5e0c414f78a9b	
tenurehq/GroundEval	main	6921	ok	54	28ee1245847d1cafe94589f86a7e7898f174214c96aaf4913ac6e4f2624e8b28	
AAO-SH/fable-harness	main	21636	ok	28	a71ceb6f68bc797bd40c6cac9534db77f9ac1ded691505e54ebdeb4109922345	
jity16/MiNerva	main	22913	ok	336	d8da48ffaafbb6b34dbb85532cee269d93a55f7a34e5b380d5b86d82534ac4b0	
aksika/abtars	dev	9824	ok	559	d0bc8cf94d87af64ce314cf2228cb8c57f0ca878f1a1ff5494eddb6a8ffa4829	
memtomem/memtomem	main	18184	ok	876	64e0a4fc91214e0e13264ef42d6e908d0ad5b8ec1df754d56a6a0aefd88d5a79	
andykswong/mithic	main	26080	ok	635	ae3807d9ce18d5b5a550e28f1f7377ff63136801d5adf94af49b8287d5e6624d	
hushctl/hush	main	7941	ok	115	119ecae43882c29bf5ce6f5b0276265237b27ec84f6220892e235e558e1a9479	
epuerta9/vent	main	5146	ok	35	bc58b74fd9d4dbfb422eaa24375c03e827b6f15be8cfcd05a91fe67e81457a12	
m24927605/ait	main	6771	ok	655	2b7e173f2f0134ad3a7f34e29c8c729d3e819fda63f58d406cf4043d9ee6354a	
xiaonancs/openclaw-study	main	6489	ok	80	78d1e6b37da157a1db00a00f28f4c718b2b0e2f2d5dfc97d08511e9e5f28e69b	
akml2013/agent-harness-java	main	10730	ok	210	fae69af7e0aef1ea873da2c1eebe787c00c30625596d2c4d3ecb5152822fb5d3	
peter-olom/manor	main	5136	ok	333	f5d82d19b912cc903751a39990e00b9fb271a91730b1b38a31fe73c54bb2a525	
yoshpy-dev/ralph	main	6547	ok	723	4feed127b6d170605accee8b6430655beaa2c23d8ac3b584242e0a7e6b720ee3	
senweaver/SenHarness	main	5091	ok	1297	ef210ee2d6444ee2811fddb98d4fa47f64d0ea3b7f6fd1c31dbb6d47c3bb7b66	
memtomem/memtomem-stm	main	5604	ok	296	d7dc2bba49d7b4c40d5aa5d9204f7725c5045edfbe3952e18720277f625bd6f0	
zester4/eltes	main	9648	ok	697	ff2a67011dfe53b1df4e39fa9c4faf2206cde8f17cd738bbb789c1f0d90d1009	
mirasoth/soothe	main	24864	ok	1898	820ccd5f312625b82c69054f2a110850e9d6b3aab9a3f3bee9c803432c16d9bd	
joyehuang/Learn-Open-Harness	main	47171	ok	97	64e07b331ac8278df494ae6eb1a8d3723a6847909c2b7024fbdd99e0606ce5b2	
infoechoes/AutoBCI-Harness	main	15337	ok	115	3337a7fb340b2cd1c7240426606a40f7755927cac6046e32b1ca646cc8a91aa0	
aitrace-dev/granclaw	main	21828	ok	254	f73cb284ccf7b39c460831d92ce64d6711e52b812e496dd09fd02d90afb71789	
ourostack/ouroboros	main	18856	ok	1233	63f3917cf1dc4448587f69e6b7eaf51a25574ca80743f872daf5a26089ade552	
katipally/friday-code	main	25722	ok	254	c3246830d7b4d9b0884401268e71caed25d68a66f58e37fa5a5d25cb6cecd141	
FutronPrime/verity-harness	main	45963	ok	228	8fffc6e5ff87b85d31139f205d1740f21fd327cdda44a6eeaf2a38c7014fb173	
NFJones/mezzanine	main	17523	ok	453	577c391a02c9ce2f4e274488c104a3c16be9dca6b02a9ef65b014f1ae12c5b12	
Picrew/LLM-Harness	main	6399	ok	9	33fcabff5b1ad2af41f4d5ca6f86c499d161b29ed2fb3f3aa67de78fdde39e5f	
DancingCircles/billing-ops-copilot	main	5698	ok	80	a7dc6d095c14fbe19b206fb5cafb6387ac2b60ce73f249262f1ad267355104f7	
binary16labs/prime-silo	main	33250	ok	2250	7d5e0a1378c5f833f06d46e2f630ac432eb024ebeede213f2116a3acdc6d35da	
mossagents/moss	main	8706	ok	878	1ded08f3c24f3eb1a364cc7e7bb4176b4cace80d28720a9a47af73a82fb9ab4d	
spoke-sh/paddles	main	20300	ok	2603	467a7f7bfa46ad9d0555e899c20ced00fae40821d7f986a98eef816cd14fb428	
KoreanCode/orange-hyper	main	6592	ok	127	7966c6fb1ed6ab106d5f814616086b2c32170be452936a58b00b150148792deb	
AnayDhawan/oss-launch	main	5479	ok	85	161f44b7447c96638a13c37ae7ba960ca877e0c353ceb268b38fe6c14c4cfbb6	
terva-sh/terva	release	11996	ok	918	964ffec46a4b89828e5456644d5c867f18e4b5a54846cccc0addc33cdbeed86e	
acoyfellow/terrarium	main	31390	ok	323	d31f1433e87cc3023b24a40f6de2e82b1de77dec93246832f680d912561e6079	
dotoricode/tink-harness	main	28444	ok	268	1cc794b9ec6e5835a2edf155ca92b12456e24861e2dd42a65607d61ed856c26b	
samuelnp/centinela	main	9627	ok	3068	dbd731593041cb3a255d1acb387f5384d7027cbf6627896aafae68346879c8e8	
secondorderai/ouroboros	main	45041	ok	623	85400af043050c1881ee9d8b39dae5eb23d71cf0f4664783a78e671f9839a3fd	
Zwc-11/Murmur-ai-harness	main	6423	ok	241	0c45816154c709455c4fe5c9b5724e34151fe3ff402c4c3946f07ba0a6250b0d	
nevenincs/vaultspec-core	main	12028	ok	1283	7c33df868858e766da7b34f6a947f6f8bcd8fa03b666d2653fe196d4941f88b1	
zkhorozianbc/reps	main	6861	ok	1018	f60ab57fc860e26e01820d15c933fed96d48b27732b136d361bd2fd6d41046ce	
emavague180/claw-code-parity	main	6595	ok	248	52ba7ed78adb2d7b1ee565c89b6e93fed79a6f1e031566449514169a8f6f542e	
RhythrosaLabs/claw-code-ui	main	5110	ok	189	f1096ce1b0d36f94921d467238f85242ef5a60641c6421918cb9d1af06fd4094	
qwerfunch/harness-boot	main	6906	ok	668	9620bfbaa4e16ec4e0d74c7dd0bd11d789847307050ec201df0583d4b05c3734	
Abbasi-Alain/atlas	main	8186	ok	118	ea6ba7290bde1f84145ca33dcd45be5c1ae3c85b3bc51f891f71fa9c06cb4450	
graphrefly/graphrefly-ts	main	12010	ok	1572	43b5a2d9bf3534eccaf9ac4a5d5987792a0fbe8d04889dcfb860fccd71928264	
IgorGanapolsky/mac-yolo-safeguards	main	41941	ok	739	79c6e81fcc803cc1010d57be5050b281ef34d6cdb3a9eeb7bced960a2503f27e	
lk19940215/claude-coder	main	17993	ok	2365	6054a5e30751417f41aeed82e5fc5cdaafd212742b1015746ebc0ce059429b66	
tabbypyrotechnic519/claw-code-parity	main	6535	ok	239	8fc2a67c73964b7cdc47266d36e650df4c61f856c517bbf58b7647461adb10aa	
gongke-cxt/claw-code-main	main	5074	ok	220	c4ace450d7b0c4bcb5822a977877a61fea305c852cf913717f9d07f0a38047a6	
X-McKay/bakudo	main	11862	ok	98	90e07019ccedd200be231ab8b5be6bf8ba56754f0447d60b563f450ed9378c09	
rjunee/neutron	main	11775	ok	2178	6128aea9e5da69599873b0151d4ee051b149a75396ac071048a5361caaae650c	
elhenro/bee	main	8354	ok	894	8ec385d156e9b1a273b3f6b8c7ca67de5a583b172115bbfcfaa4a1293d5b35b9	
premsai-pendela/NexusIQ-AI	main	15449	ok	181	e5e3861a3eaab16fc192f09debeb387271c3fa12def2155ff005702f397c030f	
graphrefly/graphrefly	main	6763	ok	171	e6acdebe20c69029ddfbcef0b19a700a62e8bb9d24be75c6ffdc5564855f5e71	
LAHacks2026/Obi_Laptop	main	25846	ok	96	40d466550a00edfe659b51b7922200faf0e061de06b08bde182b59857f380e3c	
frankxai/agentic-ops-hub	main	17264	ok	71	ddf6053542eaa5f6dc4e3bfa9d4388a6da0a5a08011226ee39311772c49b84d8	
aray-17/code-capsules	main	5294	ok	210	e1efdb424bc629a021589917195197ce6bccebd94f7226a92138e3bb6fa402a8	
DDS-Solutions/Autonomous-Agentic-Tadpole	main	15695	ok	1121	3b1017d428493e0060d361edf24b8d77dd711f01a4d94ad611a4e711f965ff8f	
Daffiburrlike452/agent-harness-generator	main	11452	ok	846	d114a6c40060f3c9daf593e28f5c10ddeb97971f918f3fe794206939017eef35	
ProblemFactory/vibespace	master	23703	ok	146	1a4394aa716067c43521ed40df292c36aaab3aeca00a815593176a2c813a5c83	
0xenzyme/agent-harness	main	5308	ok	150	84a49cf6cf5cbfa7317a47e2599fd6c7b8555fd2b4250ffb1e5047ae59420fcc	
zhangyi-nb1/localflow	main	12273	ok	481	4d8b7e4f5549438b9aecd1e62119f58f38f1cab26c6adbe1940452682f251608	
