source	default_branch	size_kb	content_status	file_count	content_sha256	failure
ghbvf/bridle	main	2801	ok	27	c188ff208bbea1b5759042b658fbe2d51b6ea3e70583caeb60c40bea3a39f8e9	
bharat3645/The-Ideal-Harness	main	259	ok	125	dd15dafe0fd67951be140c30da822c66b7aa3c2c6cd70a38cd3ba072d3faba8c	
marius-patrik/agents-harness	main	1951	ok	48	ef9d9763f21de193e4343b9aec675bb9a3d79510d606c61b88a811f6ab744385	
WhiteNoiseK/claude-codex-harness-loop-starter	main	271	ok	112	4364431fae7af43280de9516bcdb18615e9f40dfdd0b74f6d15dfae40e7e01e8	
unified-methods-division/vigil	main	36	ok	27	53cb0032589af5f9e99cb81f4ece72f8b0463dab3cdaddcae83468a778b5c466	
GeniusTechnoMystic/agentic-swe-grounding-system	main	70	ok	161	3b03bfa25c4c3cf005bfde64d32bed497801fa2a588898ea3dad39cf9f656717	
KranzL/jje	main	891	ok	877	74c7b4cec71c6856e9d4a9a84b903bd52fe6456ef97e4053997f00e0867bdb17	
hanlinlibham/able-harness-kit	main	26	ok	15	813368e5ace95e56074883f0bb0bde525a7b3994dc6294a69332d3ffc5c4700c	
m83iyer/upbringing	main	56	ok	29	a9c096601c87003e99f43c21ad621697b10c098c6fada51799613b5d39bc08da	
danielvogler/deep-agent-swe-harness	main	445	ok	27	0bdf6b27db7e4c8e55cf267d72eb6b40f2e070a17bde81ce29d8480c6c6586ec	
dangeranger/conductor	main	113	ok	82	300e93e333c9521484ea63d9d415bdb03213b06d68ab49d0435f4ff1199dc66b	
BraveCowNoFear/BraveCow-Harness-Codex	main	18	ok	21	c5d8e72205706fe12f1afd541ab48bdf34c780b9ba765d8ac0f05dc47e163cd5	
primorLee/harnesslab	main	210	ok	44	9214f6adf2c4c020e475b2194dd78fb41c84ee150b593ac47c998d9502ac9fc3	
sunrisefromdark/sunrisefromdark.github.io	main	1975	ok	14	a52d42ca6582f3d4a10ca1da417c623b3be712001f764a2adefbbb5849bccbb6	
estefanotuyama/radio-mcp	master	304	ok	69	a656e19f6e53b24606060e4e9df6625a21d191364688703fe064a7babd10fbec	
netsky-prod/meta-harness	main	22	ok	27	eb429be31dee8a01cb85d9312df77617cb2443f207f7424b95d563d04b917dd8	
blixxurd/context-agent-harnesses	main	235	ok	76	cc0dd9241843a77f4dfa3089fa6716b37061f05ff1b90fe6209dcad75f34b927	
selfradiance/contextgate	main	30	ok	21	c5edeed00d58db132704bcd7fcb1c68e42fa6772b5c1b2a9ea67919f393995c1	
SebastianBoehler/degov-agent-harness	master	55	ok	38	ee37efc7817d1923d9795e919952f6467cac42b4897c132e4d4923fc94e67a25	
to-real/awesome-agent-harness	master	53	ok	8	084b2384471837102d321a4e396b91b5a6de9440eac25921eccaeb1b137d95fa	
sujalmanpara/harness-engine	main	1104	ok	22	b585120de4e91d3249d41173b34a3582aa933db48321e00b86f94bcb290feb3d	
elvismusli/onlyharness	main	1606	ok	177	59e155a3c677dd5fa0d23b2ddaeb28a41f6e92f0afef231f4caae9a09a3ea34e	
codexceed/avatar-harness	main	1649	ok	256	0ef5b18e985707992415978e26f250b99480b4e3522e737afd81f7e899b223a0	
115th-discomfited211/Awesome-Harness-Engineering	main	475	ok	4	c47e056e4f7bde35fdd94f4c18e7bfddebeaa4ec458b2324c86d04efee2b02d4	
mike-diff/agent-harness-overview	main	95	ok	50	8b393ce56fa6f58eb0079c517461daf34fa56d0860c868fa1dae3b1a6a18299f	
SunChJ/learn-agent-harness	main	102	ok	34	682401b16ef08e2280accd050416607e0544512d5d8da2c5fbfe9b9942bc3efe	
OpenMind7/definitive-agent-harness-guide	main	54	ok	17	15d36a38e422b60b1c96f2af34e8eba05fbbd8dab35f8696048dd8dc5e359a5c	
Trusty-Squire/castellan	master	3117	ok	447	56109939b6b7951adf764b7c1dfa05b7b3e1e8e2829e2b604523cdab23982daf	
kakineko/idea-search	main	138	ok	81	ec1836af575bce951671e2e3eaf1a038b30a2e0b52a52933d194f903dfb18eff	
mike-diff/sesh	main	373	ok	112	2b6e792615544fa9a014c617c8f44193d8fb5763723c51ed3ff74d11aa816976	
allanpablo/forja	main	716	ok	652	d884ae57a259d94a8957a3b629ab3f9a0276d53501bbe2d6d937ec6dc8cae370	
jacksonanstee/agent-harness-JA	main	416	ok	123	63312e1608eacf5e1748f60c5cbfaf2cd6bfb02f258d77c011f4dfaa6842fddc	
dsshap/pi-packages	main	288	ok	78	5835926512bbdc7be1970f7b7030b4e5b87512b393f2693f5d4ccb3a0faa1f17	
jaredboynton/unifable	main	4159	ok	682	3bf8b13bab4fd65f6127b1b80fbd18b40256336c9a04621d720b5b9f58b8dac2	
TorstenC/agent-harness-anatomy	main	430	ok	21	9aa09da55d838205ea91e2de62043ea911f5933dd74337f64e423b5f7ba24753	
selfradiance/reapproval-gate	main	39	ok	27	bc516ec96dec308c33f68b1307974814015f50c51a84e9fd9a8a86903d33decd	
AmazingPeach/agent-startup-map	main	6	ok	8	4501c38ddb458a4323361c0ae1a552a72fb6e8382c0e740f07c37561f23900b4	
Anandesh-Sharma/awesome-agent-harnesses	main	17	ok	3	15b1363b07cba31ff39409080385db3e8645a17c0332564a9728348debea1d81	
graphrefly/graphrefly-py	main	3370	ok	130	35f5825e0c0e9990a1e7367f139d208eb0aebc637a2f5143e527ad9cea68c11b	
chalkagents/chalk-protocol	dev	3040	ok	167	92d25bbf7e6a24ba3957184a635bd8a614fd1396456a36435891a5bfa85dbdde	
bochen2029-pixel/keel	main	1103	ok	86	06766eaf55c4e522865d1e5360e852a7f72f88fe3b7705bdc0f342cd55d7ec9c	
MadKangYu/document-harness-meetup	main	104	ok	18	02d37269ed5dc95fc7c46f8e2210ba573b9fa16fdc78358d6baefcaa766cfea7	
davidemiceli/puro-agent-harness	main	3158	ok	135	81bec1fb39856fc3429efcf8511b37f335ee4fb2dcc108e87805558c38f78de1	
aaravriyer193/Agtx-code	main	20	ok	20	ba3ebfbcc0f56187b0fbd8b53a5b6cbc02ecb1ebb1930149ad3c82b69c1829ee	
ATaylorAerospace/Deterministic-Agent-Harness	main	132	ok	18	4c41f82a9e9a97eae2e4eb8c7b1d10583baa6a64287b147526a6d515cff5a110	
motivated-groupthink347/boss-skill	main	582	ok	48	ecaa772eef6e588cfe48287b1a4c1422f97e3041780e17931776043a1ad93117	
NeoCh3n/HiveForge	main	145	ok	54	7e573f22eac28ace2d4aa11586b420cc776a21ff0a40e9c440e1f1cf56236020	
logiccrafterdz/SAHA	master	141	ok	89	ebd72352609f6922ce5036a0469490acd1157ea04ff9c650179478b8482f0821	
XXY-CH/Agnet	main	873	ok	282	5f08dd8fbaf38ce4f8613ea17d8f4c6a815846bea7a210edd077faf5513f50db	
rohaquinlop/michin	main	961	ok	126	8d63f0841fdfbc0f8f390663fd5941c2a4923afa49c4fc09cde02d56fdc1b340	
lelik1813/claw-code-java	main	4764	ok	416	f31630b57ba2d1df98e6378bcb9f2a4e431cb8a2f51c36d73db97214cc920dc9	
headcrabz/horizonX	master	175	ok	91	68eae7c55a4be0f5adaa1c7ee5714d72ab820ed958ea6dd669851e5f42fa34dd	
qwc2869/product-to-tiktok-agent-ralphthon	main	13	ok	27	a7823fc409ff590c97ba2e59f357b820974ff62ff9be68364bae43e44a56f330	
netsky-prod/harness-spectrum	main	10	ok	11	9a0b03d6bd56cb0f79f02862dd20c54bed70e66e659fa6d1bfa6a39f752a8a1e	
jiangyinzuo/agentic-software-engineering	main	28	ok	19	12e80d4ca36083f3afd77f731bc22c4e7b02c642a08fc440d5658cbe5a9792ad	
cogimanus/my-harness	main	11	ok	28	2a348d1fbc1e9fc7743db5b8f6ea659ff4571a23bb0d42b683d4d7db8449def4	
portpowered/you-agent-factory-docs	main	1178	ok	308	9c66d05ff4f80a44ecb7aa950dfdedec3bb4a5cd47851d7987f9bc95d1700ac0	
yufengtianyufeng/agent-harness-workflow	main	18	ok	25	a12ef98dc2c057c5fc0450fe8c5af18b2b4b5c4972919b1c09e3dc88aa80c189	
354685856-sn/claude-code-skills	main	16	ok	15	1017b1119936fc3b1dfe5f49a826a7d64fdc2d2c3f17256ddcd2e88620968e52	
benlongmao/Self-becoming-zh	main	3987	ok	418	217f08b424ff98d718e199b8c630046bdc31159fc092f9d355c2e52e3ea43e93	
dunkeln/murdock	mucho	1441	ok	232	dc5bb192258b57493060ba4ba7303b1e0931b669381f0c6af827201d1499736b	
thomas0124/ralph	main	78	ok	88	4a6a7741204e3aa2658ecd1ac3a4ae2241a87a1400db9dddc078bc4f897dc311	
CheemsaDoge/tcs-cosheaf	main	3110	ok	684	8a5105c269de61f111d2869eca0239ee8dd4cc8a0318921f351756f11a61c67c	
az9713/localforge-agent-harness-study	main	3179	ok	256	7ffae9523edad1c3f50da13631d4ba94ca1f38fade43e313fceab4d2f6aec107	
luckzy14-afk/agent-harness-orchestrator	main	600	ok	4	e6b705c4c52784f7fc3aad4c6a5d167e05156d8973069809ca18040a52981433	
loveliiivelaugh/memoryme	main	3635	ok	133	aa55be9de4945ca2c6572158103ed7741916bb891353f9eafd84cbf556622a27	
RubenHaisma/rl-studio	main	338	ok	45	c57b74d3f2e64256c15a5c3e4b3ef0083d7d1ac3272e93f9b190d0c3004fffd0	
penglei0501/agent-harness-lab	main	1315	ok	215	4ee9371f03d71b67728f91d0a4a2ea55823a74924afa8befafb9a6d16ff36e77	
qazasd2518995/helmsman	main	28	ok	23	26afe3d8c53fe5d2be6b49fb568bd2ce5f868f8ea237a96d6ace7aa24c279c50	
maisieyang/build-my-own-harness	main	2932	ok	523	49717804ba2d5f06fe35ed8c892457aa71101e008d8dca98c8e529a46d899bd8	
yubi00/portfolio-assistant-langgraph	main	1169	ok	66	20785aa96eca42a3020004f4d2e712d536f2015cc1f06e9c7f5e4e15b4ba9592	
Mrbaeksang/solopilot	main	17	ok	10	ebebad3b85560f199c4b617d584899d123d82eb740ff31af641ff0c3338fd4c0	
kolife01/evifarm	main	230	ok	46	d238ac126b363ea49d25c114692fa1288bd4cc93f805947191ddbc1c03701384	
selfradiance/agent-interrupt-receipt	main	28	ok	25	aad927229d62d486495278beba2a1bab21ad7d0398793201bc20ce9be278caa4	
Warzone-Team/autopilot-coordinator-flow	main	818	ok	4	649fbf0c5607de1b31627b8266292b77ce308592dcc9c2c7cc530c443a6d7afa	
Mattyreed1/fractal-agent-team-starter	main	320	ok	72	3329d58c1a49dd3d1be9a922870931d11203cb6d851045d840dbf569d2907ccb	
greg-asher/oh-my-lawd	main	99	ok	37	c7d9bf140de063a1e13ae6659fb7593f48cb44d013f4f166b2b277e1291bcf78	
duck-lint/Semantic-Geometry-CLI-Harness	two	723	ok	115	eb4a7d1aef0109c484f45483de1fa4de45d06a5af1553ec4f90572be6c769f38	
ShenAC-SAC/AdaHarness	main	515	ok	54	0363ec8549f6683c6af4a0902a17d1ceff6f7ad61ae0962a51c533ac9a4f0979	
angelnicolasc/forge	main	1067	ok	241	079e39c17b2368f6e1ed3f35539ea20c160385df668254b8bfe9342b0aae3978	
VibeCodingNights/portable-harnesses	main	120	ok	51	c50a5256a16a6ff1801883ef36bdcb44b3d4d891f5ba8dcc86613e3b51c2b1e8	
Norinatiring463/loop-engineering	main	619	ok	20	b916c425240e717b6c11e5dd5597a938d89e1996d38fa8817bf492a32ea671c6	
dunkeln/signals	mucho	444	ok	76	0ed017d0be1a717eeec7740b6d2b24db766e525c8ff3195a58245a35ec0b42fe	
lumatic2/askewly-harness	master	93	ok	35	644d745a8ba7aa279a680d90c2d8eccc8060576bad538d69ac6dabc1d8d49316	
354685856-sn/354685856-sn	main	2	ok	1	f7435fe4dbfbbf8e071dde40626da7f718c05bee2ab5e889dbb26bb79ba3af5b	
assimovt/harness-from-scratch	main	15	ok	22	e53dc3ffd753713befd9b2338dea5225848633525a27cacece704cad32672238	
nqtiendat/harness-agent-framework	main	63	ok	87	dba952f8d5648eefab7c230d2aec45cd24a4beb4839a5d0c2afb09d485212d19	
ink-charon/codepilot_lite	main	51	ok	41	ca7bb0b5ba54f90b0a247849d3b028f9bb23dff5c1828d0a705e1ea699af8abd	
farhan0167/minimal-agent	main	722	ok	210	82a503427d969195d52c69da0d058a78766dea582e2dd69a24b51c58af284428	
ziyilam3999/local-first-agent-harness	main	199	ok	62	d99108b60787a8e07adc1871110550aeb5f63e8ac8e4eb4149d6fa28d99334d0	
liuchao1637/longrun-agent-harness	main	11	ok	24	9e4209a76deab50422f7d26f99faa6a7a28893c1dc71a98fbed5afcdabe76066	
354685856-sn/claude-obsidian-learning	master	17	ok	7	5a26dbde934f2912b28f3a4e6ea660c2c793356855d815a16dea42dcf516a426	
mandarnilange/agentforge	main	1215	ok	618	76ed2d85a7d7e29291af793860b2903ff6eb8619450a8b06a0d98153430e91ac	
hhamja/loopkit	main	82	ok	63	31ee4f043572fc6e6be16fffe70b7f73cc08c5c0b1c75f6c9a08970e03affcc8	
barry166/tiny-claw	codex/session-plan-mode-cli	466	ok	134	ad19fc20ae719850fadd1db5296a476f2583b193c03d939dfd3291f44831e414	
bigwaveml/bigwave	main	1468	ok	752	966bf6c318d3af9cb98017054bcf72b26d899bd1155bbf779ef6ab7a0f7e91cf	
Ruafieldphase/shion-ai	main	1382	ok	362	1f11e0f0c18eac5c33c0e22816c542918603d65ea67990134fc0921cbf27c444	
